member_type,rideable_type,month,day_of_week,hour,rIde_length_bucket,total_rides,avg_ride_length
member,electric_bike,Oct,Wednesday,13,120+ mins,1,458
member,electric_bike,Oct,Monday,21,120+ mins,1,126
member,electric_bike,Oct,Thursday,13,120+ mins,1,406
member,electric_bike,Oct,Monday,8,120+ mins,1,480
member,electric_bike,Oct,Monday,19,120+ mins,1,129
member,electric_bike,Oct,Tuesday,19,120+ mins,1,134
member,electric_bike,Oct,Sunday,19,120+ mins,1,137
member,electric_bike,Oct,Saturday,3,120+ mins,1,144
member,electric_bike,Oct,Friday,22,120+ mins,1,191
member,electric_bike,Oct,Sunday,1,120+ mins,1,165
member,electric_bike,Oct,Tuesday,13,120+ mins,1,128
member,electric_bike,Oct,Tuesday,7,120+ mins,1,424
member,electric_bike,Oct,Saturday,23,120+ mins,1,480
member,electric_bike,Oct,Wednesday,22,120+ mins,1,165
member,electric_bike,Oct,Wednesday,23,120+ mins,1,219
member,electric_bike,Oct,Friday,7,120+ mins,1,160
member,electric_bike,Oct,Friday,9,120+ mins,1,158
member,electric_bike,Oct,Friday,12,120+ mins,1,166
member,electric_bike,Nov,Saturday,10,120+ mins,1,238
member,electric_bike,Nov,Wednesday,13,120+ mins,1,338
member,electric_bike,Nov,Sunday,10,120+ mins,1,247
member,electric_bike,Nov,Monday,12,120+ mins,1,153
member,electric_bike,Nov,Saturday,18,120+ mins,1,140
member,electric_bike,Nov,Wednesday,19,120+ mins,1,154
member,electric_bike,Nov,Tuesday,20,120+ mins,1,185
member,electric_bike,Nov,Sunday,5,120+ mins,1,224
member,electric_bike,Nov,Thursday,12,120+ mins,1,134
member,electric_bike,Nov,Monday,19,120+ mins,1,182
member,electric_bike,Nov,Friday,1,120+ mins,1,167
member,electric_bike,Nov,Sunday,12,120+ mins,1,163
member,electric_bike,Nov,Thursday,0,120+ mins,1,285
member,electric_bike,Nov,Thursday,7,120+ mins,1,164
member,electric_bike,Nov,Thursday,8,120+ mins,1,330
member,electric_bike,Nov,Wednesday,8,120+ mins,1,298
member,electric_bike,Nov,Thursday,9,120+ mins,1,123
member,electric_bike,Nov,Sunday,21,120+ mins,1,315
member,electric_bike,Nov,Saturday,6,120+ mins,1,442
member,electric_bike,Nov,Tuesday,7,120+ mins,1,141
member,electric_bike,Nov,Saturday,7,120+ mins,1,480
member,electric_bike,Nov,Saturday,23,120+ mins,1,339
member,electric_bike,Nov,Saturday,0,120+ mins,1,220
member,electric_bike,Nov,Saturday,21,120+ mins,1,467
member,electric_bike,Nov,Sunday,7,120+ mins,1,395
member,electric_bike,Nov,Monday,8,120+ mins,1,272
member,electric_bike,Nov,Saturday,19,120+ mins,1,132
member,electric_bike,Nov,Sunday,13,120+ mins,1,165
member,electric_bike,Nov,Thursday,22,120+ mins,1,166
member,electric_bike,Nov,Saturday,9,120+ mins,1,174
member,electric_bike,Nov,Wednesday,6,120+ mins,1,480
member,electric_bike,Nov,Sunday,9,120+ mins,1,480
member,electric_bike,Nov,Tuesday,12,120+ mins,1,179
member,electric_bike,Nov,Friday,13,120+ mins,1,378
member,electric_bike,Nov,Friday,8,120+ mins,1,480
member,electric_bike,Nov,Tuesday,8,120+ mins,1,152
member,electric_bike,Dec,Sunday,23,120+ mins,1,139
member,electric_bike,Dec,Sunday,6,120+ mins,1,393
member,electric_bike,Dec,Tuesday,8,120+ mins,1,408
member,electric_bike,Dec,Saturday,8,120+ mins,1,457
member,electric_bike,Dec,Thursday,19,120+ mins,1,148
member,electric_bike,Dec,Thursday,6,120+ mins,1,379
member,electric_bike,Dec,Friday,18,120+ mins,1,128
member,electric_bike,Dec,Monday,13,120+ mins,1,477
member,electric_bike,Dec,Wednesday,7,120+ mins,1,130
member,electric_bike,Dec,Thursday,8,120+ mins,1,266
member,electric_bike,Dec,Saturday,9,120+ mins,1,307
member,electric_bike,Dec,Sunday,8,120+ mins,1,162
member,electric_bike,Dec,Wednesday,18,120+ mins,1,177
member,electric_bike,Dec,Saturday,19,120+ mins,1,145
member,electric_bike,Dec,Wednesday,12,120+ mins,1,394
member,electric_bike,Dec,Thursday,15,120+ mins,1,241
member,electric_bike,Dec,Sunday,20,120+ mins,1,140
member,electric_bike,Dec,Monday,7,120+ mins,1,149
member,electric_bike,Dec,Saturday,6,120+ mins,1,480
member,electric_bike,Dec,Tuesday,9,120+ mins,1,130
member,electric_bike,Dec,Friday,13,120+ mins,1,151
member,electric_bike,Dec,Friday,8,120+ mins,1,167
member,electric_bike,Dec,Thursday,10,120+ mins,1,479
member,electric_bike,Dec,Sunday,21,120+ mins,1,228
member,electric_bike,Dec,Monday,0,120+ mins,1,220
member,electric_bike,Dec,Friday,12,120+ mins,1,146
member,electric_bike,Dec,Wednesday,13,120+ mins,1,190
member,electric_bike,Dec,Tuesday,13,120+ mins,1,123
member,electric_bike,Dec,Monday,8,120+ mins,1,294
member,electric_bike,Dec,Tuesday,19,120+ mins,1,167
member,electric_bike,Dec,Wednesday,15,120+ mins,1,173
member,electric_bike,Dec,Wednesday,9,120+ mins,1,364
member,electric_bike,Dec,Sunday,13,120+ mins,1,186
member,electric_bike,Dec,Tuesday,20,120+ mins,1,183
member,electric_bike,Dec,Tuesday,21,120+ mins,1,144
member,electric_bike,Dec,Saturday,23,120+ mins,1,253
member,electric_bike,Dec,Wednesday,6,120+ mins,1,480
member,electric_bike,Jan,Wednesday,7,120+ mins,1,129
member,electric_bike,Jan,Friday,19,120+ mins,1,127
member,electric_bike,Jan,Saturday,12,120+ mins,1,130
member,electric_bike,Jan,Thursday,14,120+ mins,1,229
member,electric_bike,Jan,Monday,9,120+ mins,1,480
member,electric_bike,Jan,Tuesday,15,120+ mins,1,304
member,electric_bike,Jan,Thursday,0,120+ mins,1,265
member,electric_bike,Jan,Sunday,9,120+ mins,1,224
member,electric_bike,Jan,Thursday,6,120+ mins,1,480
member,electric_bike,Jan,Thursday,9,120+ mins,1,480
member,electric_bike,Jan,Wednesday,13,120+ mins,1,143
member,electric_bike,Jan,Tuesday,12,120+ mins,1,136
member,electric_bike,Jan,Saturday,8,120+ mins,1,362
member,electric_bike,Jan,Friday,12,120+ mins,1,435
member,electric_bike,Jan,Sunday,8,120+ mins,1,373
member,electric_bike,Jan,Thursday,23,120+ mins,1,209
member,electric_bike,Jan,Saturday,22,120+ mins,1,250
member,electric_bike,Jan,Tuesday,13,120+ mins,1,377
member,electric_bike,Jan,Sunday,12,120+ mins,1,133
member,electric_bike,Jan,Friday,6,120+ mins,1,480
member,electric_bike,Jan,Saturday,23,120+ mins,1,332
member,electric_bike,Jan,Tuesday,7,120+ mins,1,135
member,electric_bike,Jan,Sunday,13,120+ mins,1,225
member,electric_bike,Jan,Friday,23,120+ mins,1,126
member,electric_bike,Jan,Wednesday,3,120+ mins,1,209
member,electric_bike,Jan,Monday,14,120+ mins,1,294
member,electric_bike,Jan,Friday,18,120+ mins,1,130
member,electric_bike,Jan,Saturday,13,120+ mins,1,133
member,electric_bike,Feb,Monday,13,120+ mins,1,199
member,electric_bike,Feb,Wednesday,6,120+ mins,1,481
member,electric_bike,Feb,Wednesday,11,120+ mins,1,135
member,electric_bike,Feb,Sunday,8,120+ mins,1,252
member,electric_bike,Feb,Friday,21,120+ mins,1,157
member,electric_bike,Feb,Sunday,21,120+ mins,1,127
member,electric_bike,Feb,Thursday,12,120+ mins,1,126
member,electric_bike,Feb,Saturday,7,120+ mins,1,322
member,electric_bike,Feb,Tuesday,14,120+ mins,1,294
member,electric_bike,Feb,Saturday,12,120+ mins,1,137
member,electric_bike,Feb,Tuesday,15,120+ mins,1,306
member,electric_bike,Feb,Thursday,18,120+ mins,1,136
member,electric_bike,Feb,Thursday,15,120+ mins,1,134
member,electric_bike,Feb,Sunday,1,120+ mins,1,161
member,electric_bike,Feb,Tuesday,6,120+ mins,1,480
member,electric_bike,Feb,Wednesday,15,120+ mins,1,130
member,electric_bike,Feb,Monday,9,120+ mins,1,348
member,electric_bike,Feb,Friday,9,120+ mins,1,203
member,electric_bike,Feb,Sunday,10,120+ mins,1,480
member,electric_bike,Feb,Monday,6,120+ mins,1,223
member,electric_bike,Feb,Sunday,20,120+ mins,1,144
member,electric_bike,Feb,Saturday,20,120+ mins,1,322
member,electric_bike,Feb,Monday,10,120+ mins,1,189
member,electric_bike,Feb,Tuesday,9,120+ mins,1,195
member,electric_bike,Feb,Saturday,8,120+ mins,1,401
member,electric_bike,Feb,Saturday,9,120+ mins,1,480
member,electric_bike,Feb,Tuesday,19,120+ mins,1,144
member,electric_bike,Feb,Saturday,15,120+ mins,1,157
member,electric_bike,Feb,Friday,8,120+ mins,1,480
member,electric_bike,Feb,Friday,15,120+ mins,1,312
member,electric_bike,Feb,Wednesday,9,120+ mins,1,193
member,electric_bike,Mar,Friday,13,120+ mins,1,130
member,electric_bike,Mar,Sunday,22,120+ mins,1,141
member,electric_bike,Mar,Wednesday,12,120+ mins,1,138
member,electric_bike,Mar,Sunday,19,120+ mins,1,142
member,electric_bike,Mar,Wednesday,0,120+ mins,1,136
member,electric_bike,Mar,Wednesday,14,120+ mins,1,144
member,electric_bike,Mar,Friday,5,120+ mins,1,124
member,electric_bike,Mar,Wednesday,21,120+ mins,1,128
member,electric_bike,Mar,Sunday,1,120+ mins,1,121
member,electric_bike,Mar,Thursday,14,120+ mins,1,151
member,electric_bike,Mar,Saturday,22,120+ mins,1,152
member,electric_bike,Mar,Sunday,7,120+ mins,1,135
member,electric_bike,Mar,Thursday,13,120+ mins,1,151
member,electric_bike,Mar,Thursday,6,120+ mins,1,121
member,electric_bike,Mar,Tuesday,14,120+ mins,1,196
member,electric_bike,Mar,Monday,20,120+ mins,1,367
member,electric_bike,Mar,Monday,23,120+ mins,1,158
member,electric_bike,Mar,Monday,8,120+ mins,1,133
member,electric_bike,Mar,Wednesday,16,120+ mins,1,205
member,electric_bike,Mar,Friday,20,120+ mins,1,239
member,electric_bike,Mar,Friday,8,120+ mins,1,336
member,electric_bike,Mar,Friday,7,120+ mins,1,480
member,electric_bike,Mar,Saturday,21,120+ mins,1,144
member,electric_bike,Mar,Sunday,10,120+ mins,1,356
member,electric_bike,Mar,Tuesday,7,120+ mins,1,480
member,electric_bike,Mar,Wednesday,15,120+ mins,1,188
member,electric_bike,Mar,Monday,21,120+ mins,1,146
member,electric_bike,Mar,Wednesday,8,120+ mins,1,377
member,electric_bike,Mar,Sunday,9,120+ mins,1,325
member,electric_bike,Mar,Tuesday,20,120+ mins,1,126
member,electric_bike,Apr,Thursday,13,120+ mins,1,252
member,electric_bike,Apr,Saturday,19,120+ mins,1,175
member,electric_bike,Apr,Monday,21,120+ mins,1,137
member,electric_bike,Apr,Tuesday,8,120+ mins,1,227
member,electric_bike,Apr,Thursday,5,120+ mins,1,455
member,electric_bike,Apr,Tuesday,5,120+ mins,1,309
member,electric_bike,Apr,Tuesday,13,120+ mins,1,224
member,electric_bike,Apr,Thursday,15,120+ mins,1,345
member,electric_bike,Apr,Tuesday,19,120+ mins,1,155
member,electric_bike,Apr,Thursday,9,120+ mins,1,358
member,electric_bike,Apr,Monday,12,120+ mins,1,218
member,electric_bike,Apr,Thursday,7,120+ mins,1,200
member,electric_bike,Apr,Thursday,20,120+ mins,1,168
member,electric_bike,Apr,Wednesday,20,120+ mins,1,126
member,electric_bike,Apr,Friday,8,120+ mins,1,480
member,electric_bike,Apr,Sunday,19,120+ mins,1,163
member,electric_bike,Apr,Sunday,11,120+ mins,1,272
member,electric_bike,Apr,Tuesday,7,120+ mins,1,419
member,electric_bike,Apr,Monday,23,120+ mins,1,186
member,electric_bike,Apr,Tuesday,23,120+ mins,1,245
member,electric_bike,Apr,Tuesday,12,120+ mins,1,190
member,electric_bike,Apr,Friday,21,120+ mins,1,480
member,electric_bike,Apr,Monday,20,120+ mins,1,132
member,electric_bike,Apr,Wednesday,8,120+ mins,1,256
member,electric_bike,Apr,Saturday,8,120+ mins,1,480
member,electric_bike,Apr,Saturday,7,120+ mins,1,447
member,electric_bike,Apr,Monday,7,120+ mins,1,204
member,electric_bike,Apr,Monday,14,120+ mins,1,199
member,electric_bike,Apr,Monday,19,120+ mins,1,162
member,electric_bike,Apr,Wednesday,9,120+ mins,1,245
member,electric_bike,Apr,Wednesday,10,120+ mins,1,168
member,electric_bike,Apr,Saturday,20,120+ mins,1,186
member,electric_bike,Apr,Wednesday,7,120+ mins,1,327
member,electric_bike,Apr,Sunday,13,120+ mins,1,130
member,electric_bike,Apr,Saturday,10,120+ mins,1,231
member,electric_bike,May,Friday,8,120+ mins,1,315
member,electric_bike,May,Tuesday,10,120+ mins,1,132
member,electric_bike,May,Thursday,8,120+ mins,1,185
member,electric_bike,May,Tuesday,18,120+ mins,1,201
member,electric_bike,May,Friday,23,120+ mins,1,123
member,electric_bike,May,Wednesday,13,120+ mins,1,333
member,electric_bike,May,Sunday,20,120+ mins,1,197
member,electric_bike,May,Friday,7,120+ mins,1,165
member,electric_bike,May,Sunday,16,120+ mins,1,151
member,electric_bike,May,Saturday,4,120+ mins,1,165
member,electric_bike,May,Sunday,15,120+ mins,1,137
member,electric_bike,May,Saturday,12,120+ mins,1,124
member,electric_bike,May,Saturday,23,120+ mins,1,206
member,electric_bike,May,Monday,19,120+ mins,1,134
member,electric_bike,May,Friday,15,120+ mins,1,143
member,electric_bike,May,Friday,1,120+ mins,1,146
member,electric_bike,May,Wednesday,15,120+ mins,1,163
member,electric_bike,May,Saturday,8,120+ mins,1,356
member,electric_bike,May,Sunday,9,120+ mins,1,157
member,electric_bike,May,Sunday,19,120+ mins,1,141
member,electric_bike,May,Friday,20,120+ mins,1,140
member,electric_bike,May,Tuesday,20,120+ mins,1,191
member,electric_bike,May,Tuesday,9,120+ mins,1,480
member,electric_bike,May,Monday,8,120+ mins,1,228
member,electric_bike,May,Monday,20,120+ mins,1,124
member,electric_bike,May,Monday,15,120+ mins,1,177
member,electric_bike,May,Sunday,13,120+ mins,1,172
member,electric_bike,May,Monday,21,120+ mins,1,197
member,electric_bike,May,Saturday,5,120+ mins,1,141
member,electric_bike,May,Monday,14,120+ mins,1,137
member,electric_bike,May,Saturday,13,120+ mins,1,139
member,electric_bike,May,Thursday,12,120+ mins,1,194
member,electric_bike,May,Monday,22,120+ mins,1,480
member,electric_bike,May,Tuesday,14,120+ mins,1,193
member,electric_bike,May,Thursday,7,120+ mins,1,480
member,electric_bike,Jun,Thursday,2,120+ mins,1,157
member,electric_bike,Jun,Thursday,9,120+ mins,1,178
member,electric_bike,Jun,Wednesday,8,120+ mins,1,337
member,electric_bike,Jun,Sunday,12,120+ mins,1,126
member,electric_bike,Jun,Sunday,13,120+ mins,1,134
member,electric_bike,Jun,Monday,9,120+ mins,1,210
member,electric_bike,Jun,Monday,0,120+ mins,1,233
member,electric_bike,Jun,Tuesday,20,120+ mins,1,157
member,electric_bike,Jun,Friday,22,120+ mins,1,149
member,electric_bike,Jun,Tuesday,23,120+ mins,1,387
member,electric_bike,Jun,Wednesday,11,120+ mins,1,136
member,electric_bike,Jun,Monday,8,120+ mins,1,172
member,electric_bike,Jun,Saturday,20,120+ mins,1,150
member,electric_bike,Jun,Saturday,2,120+ mins,1,184
member,electric_bike,Jun,Sunday,20,120+ mins,1,247
member,electric_bike,Jun,Tuesday,9,120+ mins,1,295
member,electric_bike,Jun,Friday,12,120+ mins,1,392
member,electric_bike,Jun,Friday,7,120+ mins,1,144
member,electric_bike,Jun,Tuesday,1,120+ mins,1,211
member,electric_bike,Jun,Wednesday,22,120+ mins,1,128
member,electric_bike,Jun,Friday,8,120+ mins,1,153
member,electric_bike,Jun,Thursday,7,120+ mins,1,135
member,electric_bike,Jun,Monday,1,120+ mins,1,124
member,electric_bike,Jun,Thursday,23,120+ mins,1,475
member,electric_bike,Jun,Saturday,23,120+ mins,1,128
member,electric_bike,Jun,Thursday,20,120+ mins,1,126
member,electric_bike,Jun,Wednesday,13,120+ mins,1,212
member,electric_bike,Jun,Wednesday,21,120+ mins,1,190
member,electric_bike,Jun,Tuesday,3,120+ mins,1,135
member,electric_bike,Jun,Tuesday,21,120+ mins,1,146
member,electric_bike,Jun,Friday,0,120+ mins,1,129
member,electric_bike,Jun,Saturday,15,120+ mins,1,229
member,electric_bike,Jun,Sunday,15,120+ mins,1,259
member,electric_bike,Jun,Wednesday,15,120+ mins,1,135
member,electric_bike,Jun,Tuesday,14,120+ mins,1,186
member,electric_bike,Jun,Saturday,4,120+ mins,1,196
member,electric_bike,Jun,Sunday,0,120+ mins,1,155
member,electric_bike,Jun,Sunday,19,120+ mins,1,154
member,electric_bike,Jun,Sunday,22,120+ mins,1,248
member,electric_bike,Jul,Sunday,21,120+ mins,1,152
member,electric_bike,Jul,Sunday,17,120+ mins,1,251
member,electric_bike,Jul,Tuesday,7,120+ mins,1,337
member,electric_bike,Jul,Thursday,8,120+ mins,1,173
member,electric_bike,Jul,Friday,20,120+ mins,1,211
member,electric_bike,Jul,Thursday,4,120+ mins,1,248
member,electric_bike,Jul,Monday,9,120+ mins,1,134
member,electric_bike,Jul,Friday,11,120+ mins,1,168
member,electric_bike,Jul,Sunday,13,120+ mins,1,444
member,electric_bike,Jul,Sunday,20,120+ mins,1,202
member,electric_bike,Jul,Saturday,7,120+ mins,1,133
member,electric_bike,Jul,Friday,5,120+ mins,1,138
member,electric_bike,Jul,Monday,4,120+ mins,1,134
member,electric_bike,Jul,Saturday,1,120+ mins,1,129
member,electric_bike,Jul,Thursday,12,120+ mins,1,246
member,electric_bike,Jul,Sunday,10,120+ mins,1,234
member,electric_bike,Jul,Sunday,12,120+ mins,1,142
member,electric_bike,Jul,Monday,22,120+ mins,1,227
member,electric_bike,Jul,Monday,5,120+ mins,1,179
member,electric_bike,Jul,Monday,8,120+ mins,1,349
member,electric_bike,Jul,Friday,7,120+ mins,1,480
member,electric_bike,Jul,Monday,23,120+ mins,1,142
member,electric_bike,Jul,Monday,0,120+ mins,1,182
member,electric_bike,Jul,Sunday,5,120+ mins,1,333
member,electric_bike,Jul,Sunday,0,120+ mins,1,167
member,electric_bike,Jul,Friday,8,120+ mins,1,259
member,electric_bike,Jul,Monday,7,120+ mins,1,474
member,electric_bike,Jul,Thursday,23,120+ mins,1,164
member,electric_bike,Jul,Sunday,9,120+ mins,1,304
member,electric_bike,Jul,Wednesday,15,120+ mins,1,159
member,electric_bike,Jul,Saturday,14,120+ mins,1,304
member,electric_bike,Jul,Sunday,4,120+ mins,1,136
member,electric_bike,Aug,Tuesday,14,120+ mins,1,127
member,electric_bike,Aug,Thursday,8,120+ mins,1,135
member,electric_bike,Aug,Thursday,15,120+ mins,1,242
member,electric_bike,Aug,Friday,7,120+ mins,1,242
member,electric_bike,Aug,Tuesday,0,120+ mins,1,121
member,electric_bike,Aug,Tuesday,12,120+ mins,1,141
member,electric_bike,Aug,Sunday,21,120+ mins,1,135
member,electric_bike,Aug,Friday,9,120+ mins,1,189
member,electric_bike,Aug,Monday,7,120+ mins,1,466
member,electric_bike,Aug,Monday,15,120+ mins,1,147
member,electric_bike,Aug,Tuesday,8,120+ mins,1,178
member,electric_bike,Aug,Thursday,21,120+ mins,1,282
member,electric_bike,Aug,Tuesday,20,120+ mins,1,132
member,electric_bike,Aug,Thursday,23,120+ mins,1,140
member,electric_bike,Aug,Monday,4,120+ mins,1,480
member,electric_bike,Aug,Monday,13,120+ mins,1,341
member,electric_bike,Aug,Saturday,23,120+ mins,1,127
member,electric_bike,Aug,Monday,10,120+ mins,1,156
member,electric_bike,Aug,Wednesday,9,120+ mins,1,139
member,electric_bike,Aug,Saturday,15,120+ mins,1,136
member,electric_bike,Aug,Monday,14,120+ mins,1,148
member,electric_bike,Aug,Wednesday,14,120+ mins,1,135
member,electric_bike,Aug,Monday,9,120+ mins,1,141
member,electric_bike,Aug,Tuesday,10,120+ mins,1,162
member,electric_bike,Aug,Monday,8,120+ mins,1,153
member,electric_bike,Aug,Wednesday,20,120+ mins,1,122
member,electric_bike,Aug,Wednesday,22,120+ mins,1,357
member,electric_bike,Aug,Sunday,2,120+ mins,1,157
member,electric_bike,Aug,Thursday,2,120+ mins,1,199
member,electric_bike,Sep,Friday,0,120+ mins,1,141
member,electric_bike,Sep,Tuesday,7,120+ mins,1,376
member,electric_bike,Aug,Sunday,23,120+ mins,1,138
member,electric_bike,Sep,Monday,2,120+ mins,1,126
member,electric_bike,Sep,Sunday,19,120+ mins,1,207
member,electric_bike,Sep,Friday,22,120+ mins,1,184
member,electric_bike,Sep,Sunday,8,120+ mins,1,123
member,electric_bike,Sep,Friday,23,120+ mins,1,129
member,electric_bike,Sep,Tuesday,13,120+ mins,1,236
member,electric_bike,Sep,Monday,0,120+ mins,1,137
member,electric_bike,Sep,Friday,13,120+ mins,1,142
member,electric_bike,Sep,Tuesday,8,120+ mins,1,132
member,electric_bike,Sep,Saturday,22,120+ mins,1,131
member,electric_bike,Sep,Monday,23,120+ mins,1,173
member,electric_bike,Sep,Wednesday,13,120+ mins,1,123
member,electric_bike,Sep,Thursday,7,120+ mins,1,125
member,electric_bike,Sep,Wednesday,7,120+ mins,1,257
member,electric_bike,Sep,Wednesday,20,120+ mins,1,149
member,electric_bike,Sep,Thursday,15,120+ mins,1,348
member,electric_bike,Sep,Friday,21,120+ mins,1,130
member,electric_bike,Sep,Sunday,10,120+ mins,1,240
member,electric_bike,Sep,Wednesday,21,120+ mins,1,166
member,electric_bike,Sep,Thursday,10,120+ mins,1,192
member,electric_bike,Sep,Wednesday,15,120+ mins,1,263
member,electric_bike,Sep,Monday,7,120+ mins,1,121
member,electric_bike,Sep,Monday,22,120+ mins,1,214
casual,classic_bike,Oct,Sunday,3,120+ mins,1,132
casual,classic_bike,Oct,Wednesday,5,120+ mins,1,972
casual,classic_bike,Oct,Sunday,21,120+ mins,1,908
